Date,Open,High,Low,Close,Volume
15-01-1996,3.712761879,3.729486013,3.679313612,3.712761879,4818709
16-01-1996,3.729486013,3.746210496,3.696037745,3.712761879,7175728
17-01-1996,3.712761879,3.746210496,3.696037745,3.712761879,7197101
18-01-1996,3.712762436,3.729486572,3.645865891,3.662590027,8398353
19-01-1996,3.696037745,3.746210496,3.696037745,3.712761879,11463957
22-01-1996,3.729486387,3.863279819,3.712762251,3.863279819,11256259
23-01-1996,3.846555583,3.930176258,3.796383178,3.930176258,8979798
24-01-1996,3.913451367,3.997072375,3.896727235,3.963623762,11279823
25-01-1996,3.930176258,3.946900393,3.863279718,3.930176258,7433296
26-01-1996,3.896727539,3.963624071,3.880003406,3.913451672,9334639
29-01-1996,3.893140728,3.943920764,3.876214049,3.926994085,4390434
30-01-1996,3.977772805,4.028552825,3.960846132,3.994699478,10656455
31-01-1996,4.045479852,4.062406525,3.943919459,3.994699478,15833293
01-02-1996,3.994702617,4.130116463,3.994702617,4.130116463,14331179
02-02-1996,4.147041767,4.180895129,4.028554647,4.045481682,11981833
05-02-1996,3.977774604,4.096261724,3.943921243,4.045481682,14600529
06-02-1996,4.045479079,4.096259089,3.977772045,4.028552055,13255423
07-02-1996,4.028554647,4.079335044,4.011627966,4.045481682,9487262
08-02-1996,3.994699478,4.028552825,3.926992785,3.994699478,11602605
09-02-1996,4.045479107,4.180892468,4.028552083,4.096259117,19752707
12-02-1996,4.130116463,4.197823209,4.113189776,4.130116463,15401456
13-02-1996,4.079334773,4.197821531,4.062408093,4.180894852,11451079
14-02-1996,4.163967311,4.21474734,4.07933393,4.197820663,12962508
15-02-1996,4.180892468,4.248599148,4.079332447,4.096259117,9166398
16-02-1996,4.130113217,4.180893237,4.079333197,4.14703989,13668079
20-02-1996,4.096258925,4.113185594,4.028551894,4.062405586,8244634
21-02-1996,4.062409717,4.130116463,4.04548303,4.130116463,6294517
22-02-1996,4.163967311,4.265527368,4.147040635,4.197820663,11557668
23-02-1996,4.214745905,4.231672576,4.079332542,4.113185883,8834574
26-02-1996,4.130113217,4.231673256,4.096259871,4.14703989,9021174
27-02-1996,4.180892279,4.231672287,4.130112271,4.231672287,12358868
28-02-1996,4.282454403,4.33323479,4.248601048,4.265527725,15666422
29-02-1996,4.214745618,4.282452295,4.16396561,4.231672287,9331077
01-03-1996,4.265527725,4.282454403,4.23167437,4.265527725,7546461
04-03-1996,4.29938297,4.350163379,4.282456285,4.333236694,9378206
05-03-1996,4.333235519,4.400942241,4.299381804,4.38401556,9389441
06-03-1996,4.400941104,4.41786778,4.316307723,4.350161076,9572752
07-03-1996,4.350162199,4.417868921,4.333235519,4.38401556,8115302
08-03-1996,4.248598956,4.350159326,4.197818948,4.231672287,9350805
11-03-1996,4.248601762,4.38401556,4.231675082,4.38401556,8751823
12-03-1996,4.38401517,4.451721886,4.316308454,4.400941849,12461347
13-03-1996,4.451721102,4.468647778,4.400941074,4.434794426,7919934
14-03-1996,4.45172128,4.485574634,4.40094125,4.468647957,10499996
